name,type,collection,finish,grade,color,species,Species_description,grade_description,availability,thickness,RELATIVE HUMIDITY,MADE IN,warranty,INSTALLATION,RADIANT HEAT APPROVED,LEVEL,description,image
Poesia HICKORY,Engineered, VERITÀ, SMOOTH, EXCEL, POESIA, HICKORY,"This species showcases the most extreme color variations of any of the species we carry. The sapwood is generally of an off-white color that can have pink or yellow undertones. The heartwood is of a dark or medium brown. Hickory’s grain pattern varies greatly from one board to the next, making for a very lively looking floor. Hickory is considerably denser than Red Oak and Maple, which makes it an excellent floor for high traffic areas.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 5""","11,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,No,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/Hickory-Excel-5-Poesia.jpg
Poesia WHITE OAK,Engineered, VERITÀ, SMOOTH, EXCEL, POESIA, WHITE OAK,"This species features neutral colored heartwood that varies from light beige to light brown. The sapwood can be paler or greyer. The grain pattern in White Oak is quite distinct due to the difference between the appearance of the open and closed grain. Classic oak patterning, including cathedral peaks, will be predominant in the Excel grade while vertical linear grain will rule the R&Q Excel grade. Classic grain will be predominant in Live Sawn Character grade, and vertical grain will also be accepted.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 5"" | 7""","11,4 mm | 18,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/White-Oak-Excel-7-Poesia.jpg
Poesia RED OAK,Engineered, VERITÀ, SMOOTH, EXCEL, POESIA, RED OAK,"This species delivers the classic hardwood look prevalent in turn of the century homes. Red Oak’s heartwood is prized for its predominantly golden and reddish tones, whereas the sapwood will generally be composed of lighter colored boards or boards of a different hue. Different types of interesting grain patterns such as cathedral peaks and linear grain are showcased by the alternating open and closed graining of the wood.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5""
PRESTIGE: 4"", 5"" *not pictured","11,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/Red-Oak-Excel-3.25-Poesia.jpg
Poplin WHITE OAK,Engineered, ALTA MODA, BRUSHED, LIVE SAWN CHARACTER, POPLIN, WHITE OAK,"This species features neutral colored heartwood that varies from light beige to light brown. The sapwood can be paler or greyer. The grain pattern in White Oak is quite distinct due to the difference between the appearance of the open and closed grain. Classic oak patterning, including cathedral peaks, will be predominant in the Excel grade while vertical linear grain will rule the R&Q Excel grade. Classic grain will be predominant in Live Sawn Character grade, and vertical grain will also be accepted.","Grade prized for its natural color variation and heavy character. Every floor done in this grade will have a unique appearance owing to the distinct nature of the tree from which the lumber was sawn. Classic grain will be predominant and vertical grain is accepted. Unlimited mineral streaks, character marks, ray flecks, cracks and splits are permitted. Sound, patched or open knots are also permitted of any diameter and frequency.","LIVE SAWN CHARACTER: 7""","18,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/White-Oak-LSC-7-Poplin.jpg
Poplin WHITE OAK,Engineered, ALTA MODA, BRUSHED, EXCEL, POPLIN, WHITE OAK,"This species features neutral colored heartwood that varies from light beige to light brown. The sapwood can be paler or greyer. The grain pattern in White Oak is quite distinct due to the difference between the appearance of the open and closed grain. Classic oak patterning, including cathedral peaks, will be predominant in the Excel grade while vertical linear grain will rule the R&Q Excel grade. Classic grain will be predominant in Live Sawn Character grade, and vertical grain will also be accepted.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5"" | 7""","11,4 mm | 18,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/White-Oak-Excel-7-Poplin.jpg
Rococo WHITE OAK,Engineered, ERA DESIGN, NATURAL OIL, EXCEL, ROCOCO, WHITE OAK,"This species features neutral colored heartwood that varies from light beige to light brown. The sapwood can be paler or greyer. The grain pattern in White Oak is quite distinct due to the difference between the appearance of the open and closed grain. Classic oak patterning, including cathedral peaks, will be predominant in the Excel grade while vertical linear grain will rule the R&Q Excel grade. Classic grain will be predominant in Live Sawn Character grade, and vertical grain will also be accepted.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5"" | 7""","11,4 mm | 18,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/White-Oak-Excel-7-Rococo.jpg
Rosewood HARD MAPLE,Engineered, SIGNATURE, EVERSHINE™, EXCEL, ROSEWOOD, HARD MAPLE,"This species is primarily known for the tight, even graining of its light colored sapwood, which ranges in color from cream to white with light yellow or red casts depending on the season during which it was sawn. Maple’s heartwood is of a medium brown color and will contrast pleasantly with the sapwood in the grades that feature it. Maple can exhibit certain grain characteristics such as ripple grain and bird’s eye. Hard Maple is also known to some people as Sugar Maple.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5""
PRESTIGE: 4"", 5"" *not pictured","11,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/Maple-Excel-3_25-Rosewood.jpg
Safari HARD MAPLE,Engineered, SIGNATURE, EVERSHINE™, EXCEL, SAFARI, HARD MAPLE,"This species is primarily known for the tight, even graining of its light colored sapwood, which ranges in color from cream to white with light yellow or red casts depending on the season during which it was sawn. Maple’s heartwood is of a medium brown color and will contrast pleasantly with the sapwood in the grades that feature it. Maple can exhibit certain grain characteristics such as ripple grain and bird’s eye. Hard Maple is also known to some people as Sugar Maple.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5""
PRESTIGE: 4"", 5"" *not pictured","11,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/Maple-Excel-3_25-Safari.jpg
Safari RED OAK,Engineered, SIGNATURE, EVERSHINE™, EXCEL, SAFARI, RED OAK,"This species delivers the classic hardwood look prevalent in turn of the century homes. Red Oak’s heartwood is prized for its predominantly golden and reddish tones, whereas the sapwood will generally be composed of lighter colored boards or boards of a different hue. Different types of interesting grain patterns such as cathedral peaks and linear grain are showcased by the alternating open and closed graining of the wood.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5""
PRESTIGE: 4"", 5"" *not pictured",11.4 mm,35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/Red-Oak-Excel-3.25-Safari.jpg
Suede WHITE OAK,Engineered, ALTA MODA, BRUSHED, LIVE SAWN CHARACTER, SUEDE, WHITE OAK,"This species features neutral colored heartwood that varies from light beige to light brown. The sapwood can be paler or greyer. The grain pattern in White Oak is quite distinct due to the difference between the appearance of the open and closed grain. Classic oak patterning, including cathedral peaks, will be predominant in the Excel grade while vertical linear grain will rule the R&Q Excel grade. Classic grain will be predominant in Live Sawn Character grade, and vertical grain will also be accepted.","Grade prized for its natural color variation and heavy character. Every floor done in this grade will have a unique appearance owing to the distinct nature of the tree from which the lumber was sawn. Classic grain will be predominant and vertical grain is accepted. Unlimited mineral streaks, character marks, ray flecks, cracks and splits are permitted. Sound, patched or open knots are also permitted of any diameter and frequency.","Live Sawn Character: 7""","18,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/White-Oak-LSC-7-Suede.jpg
Suede WHITE OAK,Engineered, ALTA MODA, BRUSHED, EXCEL, SUEDE, WHITE OAK,"This species features neutral colored heartwood that varies from light beige to light brown. The sapwood can be paler or greyer. The grain pattern in White Oak is quite distinct due to the difference between the appearance of the open and closed grain. Classic oak patterning, including cathedral peaks, will be predominant in the Excel grade while vertical linear grain will rule the R&Q Excel grade. Classic grain will be predominant in Live Sawn Character grade, and vertical grain will also be accepted.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5"" | 7""","11,4 mm | 18,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/White-Oak-Excel-7-Suede.jpg
Toffee HARD MAPLE,Engineered, SIGNATURE, EVERSHINE™, EXCEL, TOFFEE, HARD MAPLE,"This species is primarily known for the tight, even graining of its light colored sapwood, which ranges in color from cream to white with light yellow or red casts depending on the season during which it was sawn. Maple’s heartwood is of a medium brown color and will contrast pleasantly with the sapwood in the grades that feature it. Maple can exhibit certain grain characteristics such as ripple grain and bird’s eye. Hard Maple is also known to some people as Sugar Maple.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5""
PRESTIGE: 4"", 5"" *not pictured","11,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/Maple-Excel-3_25-Toffee.jpg
Topaz RED OAK,Engineered, SPECIAL FX, EVERSHINE™, EXCEL, TOPAZ, RED OAK,"This species delivers the classic hardwood look prevalent in turn of the century homes. Red Oak’s heartwood is prized for its predominantly golden and reddish tones, whereas the sapwood will generally be composed of lighter colored boards or boards of a different hue. Different types of interesting grain patterns such as cathedral peaks and linear grain are showcased by the alternating open and closed graining of the wood.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5""
PRESTIGE: 4"", 5"" *not pictured",11.4 mm,35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/Red-Oak-Excel-3.25-Topaz.jpg
Travertine HARD MAPLE,Engineered, SIGNATURE, EVERSHINE™, EXCEL, TRAVERTINE, HARD MAPLE,"This species is primarily known for the tight, even graining of its light colored sapwood, which ranges in color from cream to white with light yellow or red casts depending on the season during which it was sawn. Maple’s heartwood is of a medium brown color and will contrast pleasantly with the sapwood in the grades that feature it. Maple can exhibit certain grain characteristics such as ripple grain and bird’s eye. Hard Maple is also known to some people as Sugar Maple.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5""
PRESTIGE: 4"", 5"" *not pictured","11,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/Maple-Excel-3_25-Travertine.jpg
Treebark HARD MAPLE,Engineered, SIGNATURE, EVERSHINE™, EXCEL, TREEBARK, HARD MAPLE,"This species is primarily known for the tight, even graining of its light colored sapwood, which ranges in color from cream to white with light yellow or red casts depending on the season during which it was sawn. Maple’s heartwood is of a medium brown color and will contrast pleasantly with the sapwood in the grades that feature it. Maple can exhibit certain grain characteristics such as ripple grain and bird’s eye. Hard Maple is also known to some people as Sugar Maple.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5""
PRESTIGE: 4"", 5"" *not pictured","11,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/Maple-Excel-3_25-Treebark.jpg
Treebark RED OAK,Engineered, SIGNATURE, EVERSHINE™, EXCEL, TREEBARK, RED OAK,"This species delivers the classic hardwood look prevalent in turn of the century homes. Red Oak’s heartwood is prized for its predominantly golden and reddish tones, whereas the sapwood will generally be composed of lighter colored boards or boards of a different hue. Different types of interesting grain patterns such as cathedral peaks and linear grain are showcased by the alternating open and closed graining of the wood.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5""
PRESTIGE: 4"", 5"" *not pictured","11,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/Red-Oak-Excel-3.25-Treebark.jpg
Usonian HICKORY,Engineered, ERA DESIGN, NATURAL OIL, EXCEL, USONIAN, HICKORY,"This species showcases the most extreme color variations of any of the species we carry. The sapwood is generally of an off-white color that can have pink or yellow undertones. The heartwood is of a dark or medium brown. Hickory’s grain pattern varies greatly from one board to the next, making for a very lively looking floor. Hickory is considerably denser than Red Oak and Maple, which makes it an excellent floor for high traffic areas.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5""","11,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,No,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/Hickory-Excel-5-Usonian.jpg
Walnut RED OAK,Engineered, SIGNATURE, EVERSHINE™, EXCEL, WALNUT, RED OAK,"This species delivers the classic hardwood look prevalent in turn of the century homes. Red Oak’s heartwood is prized for its predominantly golden and reddish tones, whereas the sapwood will generally be composed of lighter colored boards or boards of a different hue. Different types of interesting grain patterns such as cathedral peaks and linear grain are showcased by the alternating open and closed graining of the wood.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5""
PRESTIGE: 4"", 5"" *not pictured","11,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/Red-Oak-Excel-3_25-Walnut.jpg
Walnut HARD MAPLE,Engineered, SIGNATURE, EVERSHINE™, EXCEL, WALNUT, HARD MAPLE,"This species is primarily known for the tight, even graining of its light colored sapwood, which ranges in color from cream to white with light yellow or red casts depending on the season during which it was sawn. Maple’s heartwood is of a medium brown color and will contrast pleasantly with the sapwood in the grades that feature it. Maple can exhibit certain grain characteristics such as ripple grain and bird’s eye. Hard Maple is also known to some people as Sugar Maple.","Sapwood and heartwood mixed grade, unlimited mineral streaks and character marks permitted, limited sound or patched knots permitted. The average length of planks is better than those of the Advantage grade.","EXCEL: 4"", 5""
PRESTIGE: 4"", 5"" *not pictured","11,4 mm",35-70%,Canada and United States,35-year limited,Nailed or glued,Yes,"Ground floor, upstairs, below the level",,https://appalachianflooring.com/wp-content/uploads/2020/08/Maple-Excel-3_25-Walnut.jpg
